id,title,thumbnail_id,listing_type_id,permalink,category_id,domain_id,order_backend,price,sold_quantity,available_quantity,tags,variation_filters,shipping__logistic_type,shipping__store_pick_up,shipping__free_shipping,shipping__tags,seller__id,seller__nickname,seller__tags,seller__seller_reputation__level_id,seller__seller_reputation__power_seller_status,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__completed,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__total,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,installments__quantity,installments__amount,installments__rate,days_remaining,years_active
MLA1164451308,Malla Metal Para Amazfit Bip Amazfit Gts Amazfit Gtr De 42mm,764756-MLA51458769918_092022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1164451308-malla-metal-para-amazfit-bip-amazfit-gts-amazfit-gtr-de-42mm-_JM,MLA434353,MLA-WATCH_BANDS,50,2699.0,250,50,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']","['WIDTH', 'COLOR', 'WIDTH', 'COLOR', 'COLOR', 'COLOR', 'WIDTH', 'COLOR', 'COLOR', 'WIDTH', 'COLOR']",drop_off,False,False,[],1189727645,PAO LUZNET,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,811,15432,0.01,0.01,0.98,16243,60 days,6800,60 days,0.0052,38,60 days,0.0107,75,60 days,0.0,0,6,667.33,48.35,7132,0
MLA1161497230,Reloj Casio Hombre Deportivo Sumergible Ana Digi Combinado ,959818-MLA51375352483_092022,gold_pro,https://articulo.mercadolibre.com.ar/MLA-1161497230-reloj-casio-hombre-deportivo-sumergible-ana-digi-combinado-_JM,MLA1442,MLA-WRISTWATCHES,1,37360.0,50,1,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']","['STRAP_COLOR', 'BEZEL_COLOR', 'BACKGROUND_COLOR']",cross_docking,False,True,"['self_service_in', 'mandatory_free_shipping']",194009162,CASIO ARGENTINAOFICIAL,"['brand', 'large_seller', 'credits_profile', 'credits_priority_3', 'messages_as_seller']",5_green,platinum,435,5394,0.02,0.02,0.96,5829,60 days,1134,60 days,0.0024,3,60 days,0.0369,43,60 days,0.0024,3,6,6226.67,0.0,7126,7
MLA855772946,Foto Medalla  Redonda + Cadena + Dedicatoria  Acero 25 Mm,618249-MLA31043881165_062019,gold_special,https://articulo.mercadolibre.com.ar/MLA-855772946-foto-medalla-redonda-cadena-dedicatoria-acero-25-mm-_JM,MLA6312,MLA-CHARMS_AND_MEDALS,2,3500.0,25,100,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",['COLOR'],xd_drop_off,False,False,[],130763142,GRABADOS-CON-ALMA,"['normal', 'credits_active_borrower', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",5_green,platinum,86,2144,0.01,0.01,0.98,2230,60 days,447,60 days,0.0,2,60 days,0.0559,22,60 days,0.0,0,6,865.38,48.35,6287,10
MLA1344896249,Apple Watch Series 8 Gps - Caja De Aluminio Blanco Estelar 45 Mm - Correa Deportiva Blanco Estelar - Patrón,934837-MLA52127628759_102022,gold_special,https://www.mercadolibre.com.ar/apple-watch-series-8-gps-caja-de-aluminio-blanco-estelar-45-mm-correa-deportiva-blanco-estelar-patron/p/MLA19679760,MLA352679,MLA-SMARTWATCHES,3,219000.0,0,1,"['good_quality_thumbnail', 'standard_price_by_channel', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",,cross_docking,False,True,"['self_service_in', 'mandatory_free_shipping']",499786196,TECNOSTOCK.COM.AR,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1583,31488,0.07,0.02,0.91,33071,60 days,5711,60 days,0.0042,25,60 days,0.0051,30,60 days,0.0016,10,6,54147.75,48.35,7291,3
MLA837009127,Collar Hombre Acero Negro Eslabon Cubano Cadena Hombre 3 Mm,890244-MLA48950522833_012022,gold_special,https://articulo.mercadolibre.com.ar/MLA-837009127-collar-hombre-acero-negro-eslabon-cubano-cadena-hombre-3-mm-_JM,MLA1436,MLA-NECKLACES,4,1249.99,200,250,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']","['COLOR', 'Largo de Cadena']",cross_docking,False,False,['self_service_in'],215976808,TT-STORE,"['normal', 'credits_active_borrower', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,2677,58519,0.01,0.02,0.97,61196,60 days,10315,60 days,0.0054,60,60 days,0.0534,513,60 days,0.004,44,6,309.06,48.35,6182,6
MLA1329009156,"Reloj Pulsera Casio Enticer Mtp-v001 De Cuerpo Color Dorado, Analógico, Para Hombre, Fondo Blanco, Con Correa De Cuero Color Negro, Agujas Color Dorado, Dial Negro, Minutero/segundero Negro, Bisel Col",778934-MLA47615533777_092021,gold_special,https://www.mercadolibre.com.ar/reloj-pulsera-casio-enticer-mtp-v001-de-cuerpo-color-dorado-analogico-para-hombre-fondo-blanco-con-correa-de-cuero-color-negro-agujas-color-dorado-dial-negro-minuterosegundero-negro-bisel-color-dorado-y-hebilla-simple/p/MLA17790541,MLA1442,MLA-WRISTWATCHES,5,14999.0,2,1,"['good_quality_thumbnail', 'standard_price_by_channel', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",,cross_docking,False,True,"['self_service_in', 'mandatory_free_shipping']",47316577,PLANETAZENOK,"['normal', 'eshop', 'medium_seller', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,5612,78642,0.03,0.03,0.94,84254,60 days,11257,60 days,0.0119,144,60 days,0.0073,84,60 days,0.0032,39,6,3708.5,48.35,7278,14
MLA921694073,"Medalla De Acero, Detente Sagrado Corazón. Grabado Laser.",699351-MLA46197568328_052021,gold_special,https://articulo.mercadolibre.com.ar/MLA-921694073-medalla-de-acero-detente-sagrado-corazon-grabado-laser-_JM,MLA6312,MLA-CHARMS_AND_MEDALS,6,1080.0,150,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",['COLOR'],xd_drop_off,False,False,['self_service_in'],79292400,PETRARCA1,"['normal', 'credits_priority_2', 'credits_profile', 'messages_as_seller']",5_green,gold,110,1884,0.0,0.01,0.99,1994,60 days,264,60 days,0.0,0,60 days,0.0164,4,60 days,0.0,0,6,267.03,48.35,6657,17
MLA1141051428,Reloj Inteligente Smartband M4 Bluetooth Ritmo Cardiaco,785528-MLA50209864964_062022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1141051428-reloj-inteligente-smartband-m4-bluetooth-ritmo-cardiaco-_JM,MLA352679,MLA-SMARTWATCHES,7,2099.0,200,500,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']","['CASE_COLOR', 'WRISTBAND_COLOR', 'BEZEL_COLOR', 'BEZEL_COLOR', 'CASE_COLOR', 'WRISTBAND_COLOR', 'BEZEL_COLOR']",cross_docking,False,False,['self_service_in'],251272080,TECNOPEDIDO,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,2446,24454,0.03,0.03,0.94,26900,60 days,4257,60 days,0.0117,56,60 days,0.005,21,60 days,0.0033,16,6,518.98,48.35,7039,5
MLA1149032837,Pulsera Siete Nudos Hilo Rojo Energìa Contra La Envidia ,612732-MLA53040783938_122022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1149032837-pulsera-siete-nudos-hilo-rojo-energa-contra-la-envidia-_JM,MLA4559,MLA-BRACELETS_AND_ANKLE_BRACES,8,739.29,250,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",['DIAMETER'],xd_drop_off,False,False,['self_service_in'],653572458,CAMILA CARNOVALE,"['normal', 'credits_profile', 'messages_as_seller']",5_green,silver,19,265,0.0,0.0,1.0,284,60 days,152,60 days,0.0,0,60 days,0.0069,1,60 days,0.0181,3,6,182.79,48.35,7093,2
MLA1348083470,"Reloj Pulsera Skmei 1271 De Cuerpo Color Oro Rosa, Digital, Para Hombre, Fondo Negro, Con Correa De Poliuretano Color Negro, Dial Gris, Minutero/segundero Gris, Bisel Color Oro Rosa Y Hebilla Simple",936809-MLA48709864770_122021,gold_special,https://www.mercadolibre.com.ar/reloj-pulsera-skmei-1271-de-cuerpo-color-oro-rosa-digital-para-hombre-fondo-negro-con-correa-de-poliuretano-color-negro-dial-gris-minuterosegundero-gris-bisel-color-oro-rosa-y-hebilla-simple/p/MLA18462555,MLA1442,MLA-WRISTWATCHES,9,3999.0,1,1,"['extended_warranty_eligible', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",,xd_drop_off,False,False,['self_service_in'],511139715,FORCELATIGROUPSA,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1610,29848,0.03,0.03,0.94,31458,60 days,5989,60 days,0.0037,24,60 days,0.0044,27,60 days,0.0015,10,6,988.75,48.35,7295,3
MLA909897088,Collar Te Amo 100 Idiomas Colores Corazón Original,786493-MLA45098142240_032021,gold_special,https://articulo.mercadolibre.com.ar/MLA-909897088-collar-te-amo-100-idiomas-colores-corazon-original-_JM,MLA1436,MLA-NECKLACES,10,2299.0,250,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",['COLOR'],fulfillment,False,False,['fulfillment'],2843902,LCS IMPORT,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,659,7459,0.03,0.01,0.96,8118,60 days,2334,60 days,0.0059,15,60 days,0.0004,1,60 days,0.0,0,6,568.43,48.35,6574,16
MLA910529299,Reloj Montreal Mujer Ml669 Acero Inoxidable Agujas Luminosas,646600-MLA45292249471_032021,gold_pro,https://articulo.mercadolibre.com.ar/MLA-910529299-reloj-montreal-mujer-ml669-acero-inoxidable-agujas-luminosas-_JM,MLA1442,MLA-WRISTWATCHES,11,8499.0,5,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'mshops_3x_campaign', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']","['STRAP_COLOR', 'BEZEL_COLOR', 'BACKGROUND_COLOR', 'STRAP_COLOR', 'BEZEL_COLOR', 'BACKGROUND_COLOR', 'BEZEL_COLOR', 'BACKGROUND_COLOR']",cross_docking,False,True,"['MLA-chg-threshold-ago-22', 'self_service_in', 'mandatory_free_shipping']",216788072,RELOJESMONTREAL OFICIAL,"['brand', 'large_seller', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,1287,19765,0.01,0.01,0.98,21052,60 days,3268,60 days,0.01,35,60 days,0.0015,5,60 days,0.0011,4,6,1416.5,0.0,6580,6
MLA1162341880,Malla Metal Para Xiaomi Mi Band 7 Cierre Magnético,627139-MLA51397392129_092022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1162341880-malla-metal-para-xiaomi-mi-band-7-cierre-magnetico-_JM,MLA434353,MLA-WATCH_BANDS,12,3199.0,100,100,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",['COLOR'],drop_off,False,False,[],1189727645,PAO LUZNET,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,811,15432,0.01,0.01,0.98,16243,60 days,6800,60 days,0.0052,38,60 days,0.0107,75,60 days,0.0,0,6,790.95,48.35,7127,0
MLA1228990601,Reloj Smartwatch X-time Sw56 Llamada Notificaciones Deportes,624812-MLA52366680104_112022,gold_pro,https://articulo.mercadolibre.com.ar/MLA-1228990601-reloj-smartwatch-x-time-sw56-llamada-notificaciones-deportes-_JM,MLA352679,MLA-SMARTWATCHES,13,14899.0,25,50,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment']",['CASE_COLOR'],xd_drop_off,False,True,['mandatory_free_shipping'],333415865,X-TIME WATCHES,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,,9,69,0.07,0.01,0.92,78,365 days,69,365 days,0.0,1,365 days,0.0821,6,365 days,0.0,0,6,2483.17,0.0,7193,4
MLA1102290970,Pack X 12 Aros Con Perla Acero Quirurgico -02,824687-MLA47409805488_092021,gold_special,https://articulo.mercadolibre.com.ar/MLA-1102290970-pack-x-12-aros-con-perla-acero-quirurgico-02-_JM,MLA1432,MLA-EARRINGS,14,1817.0,5,500,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",['COLOR'],cross_docking,False,False,['self_service_in'],277677841,COQUETAS BIJOU,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,818,17917,0.02,0.02,0.96,18735,60 days,3387,60 days,0.0042,15,60 days,0.0158,51,60 days,0.0079,28,6,449.25,48.35,6768,5
MLA1153901228,Reloj Led Digital Por Mayor X12 Unisex,898972-MLA52578950177_112022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1153901228-reloj-led-digital-por-mayor-x12-unisex-_JM,MLA1442,MLA-WRISTWATCHES,15,11499.0,100,1,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']","['STRAP_COLOR', 'BEZEL_COLOR', 'BACKGROUND_COLOR']",xd_drop_off,False,True,"['self_service_in', 'mandatory_free_shipping']",1026514915,MIREALIS WATCHES,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,126,2496,0.05,0.05,0.9,2622,60 days,386,60 days,0.0073,3,60 days,0.107,41,60 days,0.0098,4,6,2843.13,48.35,7111,1
MLA816297894,Colgante Snitch Dorada Harry Potter ,820224-MLA46518529487_062021,gold_special,https://articulo.mercadolibre.com.ar/MLA-816297894-colgante-snitch-dorada-harry-potter-_JM,MLA1436,MLA-NECKLACES,16,1100.0,500,1,"['good_quality_thumbnail', 'loyalty_discount_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",['COLOR'],cross_docking,False,False,['self_service_in'],84504653,GONDOR STORE,"['normal', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,1653,32417,0.01,0.02,0.97,34070,60 days,4987,60 days,0.006,32,60 days,0.0035,17,60 days,0.0032,17,6,271.98,48.35,6052,17
MLA909845248,Reloj Digital Despertador Proyector Led Holograma Alarma,603975-MLA53124254845_012023,gold_special,https://articulo.mercadolibre.com.ar/MLA-909845248-reloj-digital-despertador-proyector-led-holograma-alarma-_JM,MLA3949,MLA-ALARM_CLOCKS,17,2999.0,500,500,"['extended_warranty_eligible', 'loyalty_discount_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",['COLOR'],fulfillment,False,False,"['fulfillment', 'self_service_out']",13647702,LIBERCAM,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'credits_priority_4', 'messages_as_seller']",5_green,platinum,51197,844362,0.05,0.02,0.93,895559,60 days,125430,60 days,0.0077,1032,60 days,0.0001,23,60 days,0.0,2,6,741.5,48.35,6574,11
MLA712448438,Media Medalla Corazón Partido + 2 Cadenas **grabado Incluido,634731-MLA40171725098_122019,gold_special,https://articulo.mercadolibre.com.ar/MLA-712448438-media-medalla-corazon-partido-2-cadenas-grabado-incluido-_JM,MLA6312,MLA-CHARMS_AND_MEDALS,18,3400.0,200,500,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",['COLOR'],xd_drop_off,False,False,['self_service_in'],130763142,GRABADOS-CON-ALMA,"['normal', 'credits_active_borrower', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",5_green,platinum,86,2144,0.01,0.01,0.98,2230,60 days,447,60 days,0.0,2,60 days,0.0559,22,60 days,0.0,0,6,840.65,48.35,5492,10
MLA1167011770,Reloj Unisex Skmei 1181 Malla Acero Minimalista Elegante,712541-MLA52626832583_112022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1167011770-reloj-unisex-skmei-1181-malla-acero-minimalista-elegante-_JM,MLA1442,MLA-WRISTWATCHES,19,7499.0,50,50,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",['STRAP_COLOR'],fulfillment,False,False,"['fulfillment', 'MLA-chg-threshold-Feb-23', 'self_service_out']",460893229,RADIOSPICASA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,9857,137521,0.09,0.02,0.89,147378,60 days,37109,60 days,0.0077,311,60 days,0.0,0,60 days,0.0,0,6,1854.13,48.35,7137,3
MLA1291956786,Reloj Inteligente Smartwatch D20 / Y68 ,663839-MLA53058031371_122022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1291956786-reloj-inteligente-smartwatch-d20-y68-_JM,MLA352679,MLA-SMARTWATCHES,20,2499.99,5,150,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']","['CASE_COLOR', 'WRISTBAND_COLOR']",xd_drop_off,False,False,['self_service_in'],1083560268,TECNOCITYSRLTECNOCITYSRL,"['normal', 'eshop', 'credits_profile', 'messages_as_seller']",5_green,platinum,90,835,0.09,0.0,0.91,925,60 days,351,60 days,0.0153,6,60 days,0.0087,3,60 days,0.0,0,6,618.12,48.35,7243,0
MLA916831055,Cadena De Plata 925 Hombre Mujer Forzet 1.7 Mm Largo 70 Cm,859111-MLA45616442966_042021,gold_special,https://articulo.mercadolibre.com.ar/MLA-916831055-cadena-de-plata-925-hombre-mujer-forzet-17-mm-largo-70-cm-_JM,MLA1436,MLA-NECKLACES,21,6889.0,50,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",['COLOR'],xd_drop_off,False,False,['self_service_in'],135499748,MGJOYASYRELOJES,"['normal', 'credits_priority_4', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,320,5302,0.0,0.03,0.97,5622,60 days,1119,60 days,0.0,2,60 days,0.0,0,60 days,0.0,0,6,1703.31,48.35,6625,9
MLA885830863,Reloj Montreal Mujer Ml987 Caja De Titanio Sumergible,873316-MLA43972264949_112020,gold_pro,https://articulo.mercadolibre.com.ar/MLA-885830863-reloj-montreal-mujer-ml987-caja-de-titanio-sumergible-_JM,MLA1442,MLA-WRISTWATCHES,22,11429.0,50,1,"['loyalty_discount_eligible', 'mshops_3x_campaign', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']","['STRAP_COLOR', 'BEZEL_COLOR', 'BACKGROUND_COLOR', 'STRAP_COLOR', 'BEZEL_COLOR', 'BACKGROUND_COLOR']",cross_docking,False,True,"['self_service_in', 'mandatory_free_shipping']",216788072,RELOJESMONTREAL OFICIAL,"['brand', 'large_seller', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,1287,19765,0.01,0.01,0.98,21052,60 days,3268,60 days,0.01,35,60 days,0.0015,5,60 days,0.0011,4,6,1904.83,0.0,6453,6
MLA900235523,"Medalla Tetragramaton Protección Plata 2,5 Cm 4 Gr Art 1380",699738-MLA46775349978_072021,gold_special,https://articulo.mercadolibre.com.ar/MLA-900235523-medalla-tetragramaton-proteccion-plata-25-cm-4-gr-art-1380-_JM,MLA6312,MLA-CHARMS_AND_MEDALS,23,8500.0,150,50,"['loyalty_discount_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",['COLOR'],xd_drop_off,False,True,['mandatory_free_shipping'],7406069,MISTICOYESOTERICOS,"['normal', 'credits_active_borrower', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",5_green,platinum,165,2214,0.01,0.02,0.97,2379,60 days,392,60 days,0.007,3,60 days,0.0209,8,60 days,0.0,0,6,2101.62,48.35,6493,21
MLA1120320038,Reloj Inteligente Smartwatch C/ Oxímetro Presión Arterial P8,801173-MLA49272929854_032022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1120320038-reloj-inteligente-smartwatch-c-oximetro-presion-arterial-p8-_JM,MLA352679,MLA-SMARTWATCHES,24,12099.0,150,1,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",['CASE_COLOR'],xd_drop_off,False,True,"['self_service_in', 'mandatory_free_shipping']",493107715,HOMEDICS BEAUTY,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,175,3053,0.02,0.01,0.97,3228,60 days,403,60 days,0.0,1,60 days,0.0,0,60 days,0.0,0,6,2991.48,48.35,7273,3
MLA1164574336,Malla Metal Para Amazfit Gtr 47mm Gtr 2 Gtr 3 Stratos Pace,789850-MLA51460361835_092022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1164574336-malla-metal-para-amazfit-gtr-47mm-gtr-2-gtr-3-stratos-pace-_JM,MLA434353,MLA-WATCH_BANDS,25,2699.0,100,100,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']","['WIDTH', 'COLOR', 'WIDTH', 'COLOR', 'COLOR', 'COLOR', 'WIDTH', 'COLOR', 'COLOR', 'WIDTH', 'COLOR']",drop_off,False,False,[],1189727645,PAO LUZNET,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,811,15432,0.01,0.01,0.98,16243,60 days,6800,60 days,0.0052,38,60 days,0.0107,75,60 days,0.0,0,6,667.33,48.35,7132,0
MLA918248142,Pulsera Hombre Eslabon Acero Quirugico Brazalete Inoxidable,787537-MLA47951816607_102021,gold_special,https://articulo.mercadolibre.com.ar/MLA-918248142-pulsera-hombre-eslabon-acero-quirugico-brazalete-inoxidable-_JM,MLA4559,MLA-BRACELETS_AND_ANKLE_BRACES,26,645.0,50,500,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']","['DIAMETER', 'LENGTH']",cross_docking,False,False,['self_service_in'],195393276,LULA ACCESORIOS,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,2567,44743,0.03,0.04,0.93,47310,60 days,9193,60 days,0.0034,34,60 days,0.0122,110,60 days,0.001,10,6,159.48,48.35,6634,7
MLA696785724,Nuevo Reloj Gps Garmin Forerunner 935 Tienda Oficial,922045-MLA53336530941_012023,gold_special,https://articulo.mercadolibre.com.ar/MLA-696785724-nuevo-reloj-gps-garmin-forerunner-935-tienda-oficial-_JM,MLA1442,MLA-WRISTWATCHES,27,178999.0,50,1,"['dragged_bids_and_visits', 'good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']","['COLOR', 'STRAP_COLOR', 'BEZEL_COLOR', 'BACKGROUND_COLOR']",cross_docking,False,True,"['self_service_in', 'mandatory_free_shipping']",225076335,OFICIAL STOREARG,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",5_green,platinum,685,7752,0.02,0.01,0.97,8437,60 days,1902,60 days,0.0048,10,60 days,0.0274,49,60 days,0.0,2,6,44257.5,48.35,5619,6
MLA1101379373,Collar Novios Amistad Blanco & Negro Corazón Magnético ,685570-MLA47359018345_092021,gold_special,https://articulo.mercadolibre.com.ar/MLA-1101379373-collar-novios-amistad-blanco-negro-corazon-magnetico-_JM,MLA1436,MLA-NECKLACES,28,1942.92,250,1,"['good_quality_thumbnail', 'loyalty_discount_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",['COLOR'],cross_docking,False,False,['self_service_in'],27181929,BURDAH,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1433,24613,0.03,0.03,0.94,26046,60 days,3385,60 days,0.0061,22,60 days,0.0033,11,60 days,0.0027,10,6,480.39,48.35,6763,19
MLA1134341924,Reloj Hombre Acero Inoxidable Negro Minimalista Sumergible,785284-MLA51778554108_092022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1134341924-reloj-hombre-acero-inoxidable-negro-minimalista-sumergible-_JM,MLA1442,MLA-WRISTWATCHES,29,10999.0,150,1,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",['Variantes:'],fulfillment,False,True,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",37133205,SALES COM,"['brand', 'large_seller', 'eshop', 'mshops', 'developer', 'credits_profile', 'messages_as_seller']",5_green,platinum,49371,706813,0.05,0.03,0.92,756184,60 days,113015,60 days,0.0053,644,60 days,0.004,466,60 days,0.004,488,6,2719.5,48.35,7000,19
MLA1146556588,Combo Smart Band Reloj Inteligente M6 Watch + Auricular A6s,940287-MLA50692373443_072022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1146556588-combo-smart-band-reloj-inteligente-m6-watch-auricular-a6s-_JM,MLA352679,MLA-SMARTWATCHES,30,7519.06,100,1,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",['WRISTBAND_COLOR'],fulfillment,False,False,['fulfillment'],1149300077,MARKETG4MESCBA,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,589,3181,0.31,0.08,0.61,3770,60 days,1400,60 days,0.0128,21,60 days,0.0129,20,60 days,0.0,0,6,1859.09,48.35,7075,0
MLA1130988691,Hermosos 12 Anillos Media Falange Acero Quirurgico Por Mayor,785637-MLA51835954893_102022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1130988691-hermosos-12-anillos-media-falange-acero-quirurgico-por-mayor-_JM,MLA1438,MLA-RINGS,31,3185.0,100,500,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']","['COLOR', 'SIZE']",cross_docking,False,False,['self_service_in'],206463953,ZAPHIRE.JOYAS,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,587,14436,0.01,0.02,0.97,15023,60 days,2741,60 days,0.0031,9,60 days,0.0036,10,60 days,0.0,0,6,787.49,48.35,6978,7
MLA1167208980,Malla Para Garmin Forerunner 935 945 955 Instinct Instinct 2,926506-MLA51512268251_092022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1167208980-malla-para-garmin-forerunner-935-945-955-instinct-instinct-2-_JM,MLA434353,MLA-WATCH_BANDS,32,2499.0,50,100,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",['COLOR'],drop_off,False,False,[],1189727645,PAO LUZNET,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,811,15432,0.01,0.01,0.98,16243,60 days,6800,60 days,0.0052,38,60 days,0.0107,75,60 days,0.0,0,6,617.88,48.35,7137,0
