id,title,thumbnail_id,listing_type_id,permalink,category_id,domain_id,order_backend,price,sold_quantity,available_quantity,tags,shipping__logistic_type,shipping__mode,shipping__store_pick_up,shipping__free_shipping,shipping__tags,seller__id,seller__nickname,seller__car_dealer,seller__tags,seller__car_dealer_logo,seller__seller_reputation__level_id,seller__seller_reputation__power_seller_status,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__completed,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__total,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,installments__quantity,installments__amount,installments__rate,days_remaining,years_active
MLA617946395,Cabezal Rotula Manfrotto Mhxpro-bhq2 - Reemplazo 498 Rc2 *,937262-MLA31009598949_062019,gold_pro,https://articulo.mercadolibre.com.ar/MLA-617946395-cabezal-rotula-manfrotto-mhxpro-bhq2-reemplazo-498-rc2--_JM,MLA417788,MLA-PHOTOGRAPHY_ACCESSORIES_AND_SPARE_PARTS,2,76699.0,25,1,"['brand_verified', 'dragged_bids_and_visits', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",16053292,IMAGIC STORE,False,"['normal', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",,5_green,platinum,421,7554,0.01,0.0,0.99,7975,60 days,1942,60 days,0.0053,11,60 days,0.0041,8,60 days,0.0019,4,6.0,12783.17,0.0,5675,20
MLA828553518,Portaretrato C/ Marco Bombe Acrilico 50 X 70 Cm (pf15070),663312-MLA33082634897_122019,gold_special,https://articulo.mercadolibre.com.ar/MLA-828553518-portaretrato-c-marco-bombe-acrilico-50-x-70-cm-pf15070-_JM,MLA70289,MLA-PICTURE_FRAMES,3,5399.0,150,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,"['fbm_in_process', 'self_service_out']",45680248,LATITUD-ZERO,False,"['normal', 'credits_priority_4', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,125,3062,0.01,0.01,0.98,3187,60 days,791,60 days,0.0049,4,60 days,0.0,0,60 days,0.0,2,6.0,1334.9,48.35,6123,12
MLA620520829,Baston Extensible Gopole Evo Flotante Sumergible Para Gopro,982560-MLA31041795107_062019,gold_special,https://articulo.mercadolibre.com.ar/MLA-620520829-baston-extensible-gopole-evo-flotante-sumergible-para-gopro-_JM,MLA417788,MLA-PHOTOGRAPHY_ACCESSORIES_AND_SPARE_PARTS,4,7160.0,200,1,"['good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,"['MLA-chg-threshold-Feb-23', 'self_service_out']",212475070,AVANT-REPUESTOS,False,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,2177,39099,0.02,0.03,0.95,41276,60 days,6569,60 days,0.0054,38,60 days,0.0064,41,60 days,0.0087,61,6.0,1770.31,48.35,5927,6
MLA1108688035,Camara Gopro Hero 10 Black 23mp 4k Sumergible,729242-MLA52050717731_102022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1108688035-camara-gopro-hero-10-black-23mp-4k-sumergible-_JM,MLA392132,MLA-VIDEO_CAMERAS,5,254999.0,5,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",310646112,OUTTEC,False,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,gold,124,1677,0.01,0.0,0.99,1801,60 days,241,60 days,0.0148,4,60 days,0.0366,8,60 days,0.0,2,6.0,63048.5,48.35,6808,4
MLA879438550,Clamp Pinza Broche Metalico C Espiga Y Rosca 1/4 De PuLG,697891-MLA45482235822_042021,gold_special,https://articulo.mercadolibre.com.ar/MLA-879438550-clamp-pinza-broche-metalico-c-espiga-y-rosca-14-de-pulg-_JM,MLA38192,MLA-PHOTOGRAPHY_ACCESSORIES_AND_SPARE_PARTS,6,1490.0,200,50,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],57629671,CODISUR.ARGENTINA,False,"['normal', 'eshop', 'developer', 'credits_profile', 'messages_as_seller']",,5_green,platinum,1695,37829,0.01,0.02,0.97,39524,60 days,5131,60 days,0.0016,9,60 days,0.0024,12,60 days,0.0027,15,6.0,368.4,48.35,6413,17
MLA1169026000,Correa Ringke Hand Strap Black Calidad Premium Original,958344-MLA51560139305_092022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1169026000-correa-ringke-hand-strap-black-calidad-premium-original-_JM,MLA69938,MLA-CAMERA_STRAPS,7,3200.0,5,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,['self_service_in'],84787342,SERVICIOSLINK II,False,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,901,12114,0.01,0.01,0.98,13015,60 days,1184,60 days,0.0039,5,60 days,0.0082,10,60 days,0.007,9,6.0,791.2,48.35,7140,13
MLA1148415722,Fondos Fotográficos Símil Cemento-pared 1x1mts. Lona Mate,874133-MLA50876059213_072022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1148415722-fondos-fotograficos-simil-cemento-pared-1x1mts-lona-mate-_JM,MLA411870,MLA-PHOTOGRAPHY_BACKDROPS,8,2699.0,50,50,"['good_quality_picture', 'good_quality_thumbnail', 'standard_price_by_channel', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,[],129068143,DECOGRAFICA PUBLICIDAD,False,"['normal', 'credits_priority_2', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,267,2048,0.01,0.01,0.98,2315,60 days,469,60 days,0.0094,5,60 days,0.0026,1,60 days,0.0,0,6.0,667.33,48.35,7089,10
MLA1101300063,Bolso Caribe Cordura N3 Grande Para Canon Nikon Correa,818230-MLA49139569871_022022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1101300063-bolso-caribe-cordura-n3-grande-para-canon-nikon-correa-_JM,MLA50086,MLA-CAMERA_AND_VIDEO_CAMERA_BAGS_AND_CASES,9,3899.0,100,1,"['standard_price_by_channel', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",7130569,INTERSHOPPING,False,"['normal', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,188,4572,0.0,0.01,0.99,4760,60 days,680,60 days,0.0,1,60 days,0.0015,1,60 days,0.0055,4,6.0,964.03,48.35,6763,21
MLA1133830994,Aro De Luz  Led Profesional 36cm Tricolor 120w,767052-MLA49762666029_042022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1133830994-aro-de-luz-led-profesional-36cm-tricolor-120w-_JM,MLA38267,MLA-CONTINUOUS_LIGHTING,10,27500.0,100,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",xd_drop_off,me2,False,True,['mandatory_free_shipping'],700028302,AROLED_AHEDO,False,"['normal', 'credits_profile', 'messages_as_seller']",,5_green,silver,28,341,0.0,0.0,1.0,369,60 days,94,60 days,0.0,0,60 days,0.0344,3,60 days,0.0,0,6.0,6799.38,48.35,6997,2
MLA676055845,Filtro Densidad Neutra Graduado Nd 8x Benro 10x15cm,897626-MLA31114385272_062019,gold_special,https://articulo.mercadolibre.com.ar/MLA-676055845-filtro-densidad-neutra-graduado-nd-8x-benro-10x15cm-_JM,MLA2893,MLA-LENS_FILTERS,11,39410.0,5,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",209817907,POWER-FOTO,False,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",,5_green,platinum,318,6613,0.0,0.0,1.0,6931,60 days,573,60 days,0.0,2,60 days,0.0,0,60 days,0.0,0,6.0,9744.12,48.35,5703,6
MLA835767029,Claqueta Director Pizarra Acrilico Cine Barra De Colores,916266-MLA47587627750_092021,gold_special,https://articulo.mercadolibre.com.ar/MLA-835767029-claqueta-director-pizarra-acrilico-cine-barra-de-colores-_JM,MLA415448,MLA-CLAPPERBOARDS,12,4590.0,250,500,"['brand_verified', 'loyalty_discount_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],57629671,CODISUR.ARGENTINA,False,"['normal', 'eshop', 'developer', 'credits_profile', 'messages_as_seller']",,5_green,platinum,1695,37829,0.01,0.02,0.97,39524,60 days,5131,60 days,0.0016,9,60 days,0.0024,12,60 days,0.0027,15,6.0,1134.88,48.35,6174,17
MLA1122693201,Carcasa Gopro Hero Session 4s 5s 6s 7s Frame De Aluminio,940859-MLA49055475727_022022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1122693201-carcasa-gopro-hero-session-4s-5s-6s-7s-frame-de-aluminio-_JM,MLA17966,MLA-WATERPROOF_CAMERA_CASES,13,15860.0,5,1,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,['mandatory_free_shipping'],92449995,PRINTQUALITYSRL,False,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,454,9930,0.01,0.01,0.98,10384,60 days,653,60 days,0.0,0,60 days,0.0,0,60 days,0.0,0,6.0,3921.39,48.35,6921,16
MLA1112904262,Camara Gopro Hero 10 Black 23mp 4k Sumergible 10mts,891477-MLA52050729595_102022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1112904262-camara-gopro-hero-10-black-23mp-4k-sumergible-10mts-_JM,MLA392132,MLA-VIDEO_CAMERAS,14,254999.0,4,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,True,"['self_service_out', 'mandatory_free_shipping']",583145152,ONE_WORLD_LATAM,False,"['normal', 'credits_profile', 'messages_as_seller']",,5_green,gold,112,1675,0.09,0.03,0.88,1787,60 days,168,60 days,0.0,2,60 days,0.0298,4,60 days,0.0,0,6.0,63048.5,48.35,6839,2
MLA1189754036,Tarjeta De Memoria Lexar 64gb Professional 1066x Uhs-i Sdxc,709472-MLA51812673065_102022,gold_pro,https://www.mercadolibre.com.ar/tarjeta-de-memoria-lexar-64gb-professional-1066x-uhs-i-sdxc/p/MLA19682795,MLA9467,MLA-MEMORY_CARDS,15,12248.0,5,1,"['3x_campaign', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'mshops_3x_campaign', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,True,"['self_service_out', 'mandatory_free_shipping']",212541125,NIKON ARGENTINA,False,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,silver,49,850,0.0,0.0,1.0,899,60 days,89,60 days,0.0,1,60 days,0.0121,1,60 days,0.0,0,3.0,4082.67,0.0,7166,6
MLA735413259,Bateria Original Nikon En-el15 D7000 D7100 D7200 D610,654508-MLA31352272372_072019,gold_special,https://articulo.mercadolibre.com.ar/MLA-735413259-bateria-original-nikon-en-el15-d7000-d7100-d7200-d610-_JM,MLA5649,MLA-CAMERA_BATTERIES,16,17400.0,250,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",240552793,NEW.SYSTEM,False,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,602,5619,0.05,0.02,0.93,6221,60 days,840,60 days,0.0099,9,60 days,0.0,0,60 days,0.0,0,6.0,4302.15,48.35,5606,6
MLA618792129,Bolso Canon Sr Nacional P/ T3i T2i T4i T5 T5i Eos Rebel 60d,955432-MLA47700304654_092021,gold_special,https://articulo.mercadolibre.com.ar/MLA-618792129-bolso-canon-sr-nacional-p-t3i-t2i-t4i-t5-t5i-eos-rebel-60d-_JM,MLA50086,MLA-CAMERA_AND_VIDEO_CAMERA_BAGS_AND_CASES,17,2500.0,250,1,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'dragged_bids_and_visits', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],8854257,BG ELECTRONICA,False,"['normal', 'credits_priority_4', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,604,16521,0.01,0.02,0.97,17125,60 days,2381,60 days,0.0052,13,60 days,0.0024,5,60 days,0.0036,9,6.0,618.12,48.35,4813,20
MLA703860764,Cargador Usb De Batería P/sony Np-f570/np-f970-iluminadores!,957749-MLA31019220386_062019,gold_special,https://articulo.mercadolibre.com.ar/MLA-703860764-cargador-usb-de-bateria-psony-np-f570np-f970-iluminadores-_JM,MLA10477,MLA-CAMERA_CHARGERS,18,5723.16,50,1,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",xd_drop_off,me2,False,False,"['MLA-chg-threshold-Feb-23', 'self_service_in']",5982313,ERCO-TECH,False,"['normal', 'credits_priority_4', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,427,7084,0.01,0.01,0.98,7511,60 days,800,60 days,0.0071,6,60 days,0.0013,1,60 days,0.0071,6,6.0,1415.05,48.35,5445,15
MLA716245574,Telescopio Monocular Prismaticos + Tripode + Clip Celular,662011-MLA31591164013_072019,gold_special,https://articulo.mercadolibre.com.ar/MLA-716245574-telescopio-monocular-prismaticos-tripode-clip-celular-_JM,MLA412529,MLA-MONOCULARS,19,8998.8,500,1,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['MLA-chg-threshold-Feb-23', 'self_service_in', 'mandatory_free_shipping']",132244444,TRISHOP2010,False,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,959,9559,0.02,0.01,0.97,10518,60 days,1159,60 days,0.0157,20,60 days,0.0115,13,60 days,0.0094,12,6.0,2224.95,48.35,5513,10
MLA1109707702,Bat Para Panasonic Cga-s006 Lumix Dmc-fz50 Dmc-fz7 Dmc-fz8,874797-MLA48011693395_102021,gold_special,https://articulo.mercadolibre.com.ar/MLA-1109707702-bat-para-panasonic-cga-s006-lumix-dmc-fz50-dmc-fz7-dmc-fz8-_JM,MLA5649,MLA-CAMERA_BATTERIES,20,5803.32,50,1,"['standard_price_by_channel', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,"['MLA-chg-threshold-Feb-23', 'self_service_in']",777988246,TECNO_DIGITAL21,False,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,363,5469,0.03,0.03,0.94,5832,60 days,712,60 days,0.0053,4,60 days,0.0232,13,60 days,0.0039,3,6.0,1434.87,48.35,6815,1
MLA1122874752,Adaptador Pentax Pk A Canon Eos Ef Montura,725189-MLA49052715897_022022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1122874752-adaptador-pentax-pk-a-canon-eos-ef-montura-_JM,MLA38270,MLA-LENS_ADAPTER_RINGS,21,7999.0,25,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,['MLA-chg-threshold-Feb-23'],508798311,BSK-IMPORTS,False,"['normal', 'credits_profile', 'messages_as_seller']",,5_green,platinum,3015,34351,0.03,0.03,0.94,37366,60 days,6571,60 days,0.0059,42,60 days,0.0231,145,60 days,0.0032,23,6.0,1977.75,48.35,6922,3
MLA935578680,Cámara Gopro Hero9 Negra Chdhx-901-rw Mexx 2,643945-MLA47208616184_082021,gold_pro,https://articulo.mercadolibre.com.ar/MLA-935578680-camara-gopro-hero9-negra-chdhx-901-rw-mexx-2-_JM,MLA392132,MLA-VIDEO_CAMERAS,22,269999.0,25,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'standard_price_by_channel', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_out', 'mandatory_free_shipping']",82916233,MEXX COMPUTACION,False,"['normal', 'eshop', 'medium_seller', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,3329,55418,0.02,0.02,0.96,58747,60 days,10813,60 days,0.0042,48,60 days,0.015,163,60 days,0.0015,18,6.0,44999.83,0.0,6752,17
MLA618719200,Cargador P/ Nikon En-el14 D3100 D5100 P7000,994639-MLA50599289960_072022,gold_special,https://articulo.mercadolibre.com.ar/MLA-618719200-cargador-p-nikon-en-el14-d3100-d5100-p7000-_JM,MLA10477,MLA-CAMERA_CHARGERS,23,4949.89,250,1,"['brand_verified', 'dragged_bids_and_visits', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,"['MLA-chg-threshold-ago-22', 'self_service_in']",89819835,TEKHNOLOGIA,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,628,9891,0.01,0.01,0.98,10519,60 days,1739,60 days,0.0113,21,60 days,0.0066,11,60 days,0.0048,9,6.0,1223.86,48.35,4813,17
MLA828554426,Portaretrato C/ Marco Bombe Acrilico 70 X 1 Mtro (pf170100),986251-MLA47259662005_082021,gold_special,https://articulo.mercadolibre.com.ar/MLA-828554426-portaretrato-c-marco-bombe-acrilico-70-x-1-mtro-pf170100-_JM,MLA70289,MLA-PICTURE_FRAMES,24,10580.0,5,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,True,['mandatory_free_shipping'],45680248,LATITUD-ZERO,False,"['normal', 'credits_priority_4', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,125,3062,0.01,0.01,0.98,3187,60 days,791,60 days,0.0049,4,60 days,0.0,0,60 days,0.0,2,6.0,2615.91,48.35,6123,12
MLA1121497574,"Marco De Kiri 35 X 50 Cm - Natural, Negro O Blanco",616562-MLA49703360360_042022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1121497574-marco-de-kiri-35-x-50-cm-natural-negro-o-blanco-_JM,MLA1634,MLA-PICTURE_FRAMES,25,4000.0,50,50,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment']",custom,custom,False,False,['me2_available'],86628994,FRAMA.ENMARCADOS,False,"['normal', 'credits_priority_2', 'credits_profile', 'messages_as_seller']",,5_green,silver,17,785,0.01,0.01,0.98,802,60 days,132,60 days,0.0,0,60 days,0.0,0,60 days,0.0,0,6.0,989.0,48.35,6914,13
MLA899098962,Largavista Binoculares Prismaticos Profesional 10-50x60,792151-MLA44192975816_112020,gold_pro,https://articulo.mercadolibre.com.ar/MLA-899098962-largavista-binoculares-prismaticos-profesional-10-50x60-_JM,MLA4707,MLA-BINOCULARS,26,15440.0,100,1,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",132244444,TRISHOP2010,False,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,959,9559,0.02,0.01,0.97,10518,60 days,1159,60 days,0.0157,20,60 days,0.0115,13,60 days,0.0094,12,6.0,2573.33,0.0,6921,10
MLA825372257,"Empuñadura Vertical Grip Para Camaras A9, A7r Iii Y A7 Iii",906804-MLA32883238507_112019,gold_special,https://articulo.mercadolibre.com.ar/MLA-825372257-empunadura-vertical-grip-para-camaras-a9-a7r-iii-y-a7-iii-_JM,MLA65235,MLA-CAMERA_BATTERY_GRIPS,27,89999.0,5,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,['mandatory_free_shipping'],164352247,SONY ARGENTINA,False,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,3685,66227,0.04,0.02,0.94,69912,60 days,9106,60 days,0.0111,107,60 days,0.0219,190,60 days,0.0,0,6.0,22252.25,48.35,6104,8
MLA906864039,Adaptador Memoria Usb-c A Sd Card Macbook iPad Thunderbolt 3,925135-MLA44785030953_022021,gold_special,https://articulo.mercadolibre.com.ar/MLA-906864039-adaptador-memoria-usb-c-a-sd-card-macbook-ipad-thunderbolt-3-_JM,MLA4235,MLA-MEMORY_CARD_READERS,28,4485.0,50,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",cross_docking,me2,False,False,['self_service_in'],179356263,5LDCOMAR,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,757,9430,0.01,0.01,0.98,10187,60 days,1993,60 days,0.0041,9,60 days,0.0009,2,60 days,0.0032,7,6.0,1108.92,48.35,6550,7
MLA637834401,Extensor Profesional Aluminio 2 Mt  El Galgo - Sagitario,620631-MLA31011303618_062019,gold_special,https://articulo.mercadolibre.com.ar/MLA-637834401-extensor-profesional-aluminio-2-mt-el-galgo-sagitario-_JM,MLA3544,MLA-OPTICAL_INSTRUMENTS,29,10173.04,25,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['MLA-chg-threshold-Feb-23', 'self_service_in', 'mandatory_free_shipping']",176650757,PINTURERIAS SAGITARIO,False,"['brand', 'large_seller', 'eshop', 'mshops', 'developer', 'credits_profile', 'credits_priority_3', 'messages_as_seller']",,5_green,platinum,3609,59344,0.04,0.02,0.94,62953,60 days,10466,60 days,0.0054,60,60 days,0.0245,232,60 days,0.0045,50,6.0,2515.28,48.35,4970,8
MLA1106786213,Drone Dji Mavic Air 2s Drdji023 Fly More Combo Con Cámara 5.4k Gris 3 Baterías,868520-MLA46306279338_062021,gold_pro,https://www.mercadolibre.com.ar/drone-dji-mavic-air-2s-drdji023-fly-more-combo-con-camara-54k-gris-3-baterias/p/MLA17966809,MLA410298,MLA-DRONES,30,878499.0,5,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",37133205,SALES COM,False,"['brand', 'large_seller', 'eshop', 'mshops', 'developer', 'credits_profile', 'messages_as_seller']",,5_green,platinum,49371,706813,0.05,0.03,0.92,756184,60 days,113015,60 days,0.0053,644,60 days,0.004,466,60 days,0.004,488,6.0,146416.5,0.0,6795,19
MLA782952547,Camara Deportiva Modelo V3 Full Similar Go Pro Auto Moto 4k,839225-MLA49313826561_032022,gold_special,https://articulo.mercadolibre.com.ar/MLA-782952547-camara-deportiva-modelo-v3-full-similar-go-pro-auto-moto-4k-_JM,MLA392132,MLA-VIDEO_CAMERAS,31,124999.99,5,1,"['good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",71547161,ANCBIAN_ELECTRONICS,False,"['normal', 'credits_priority_4', 'mshops', 'messages_as_seller']",,5_green,,45,228,0.02,0.01,0.97,273,365 days,228,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,6.0,30906.25,48.35,6517,11
MLA1117153781,Lente P/ Gopro Go Pro Hero 5 / 6 / 7 Repuesto,981603-MLA48674662967_122021,gold_special,https://articulo.mercadolibre.com.ar/MLA-1117153781-lente-p-gopro-go-pro-hero-5-6-7-repuesto-_JM,MLA1045,MLA-CAMERA_LENSES,32,4999.0,50,1,"['loyalty_discount_eligible', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['MLA-chg-threshold-feb-22'],508798311,BSK-IMPORTS,False,"['normal', 'credits_profile', 'messages_as_seller']",,5_green,platinum,3015,34351,0.03,0.03,0.94,37366,60 days,6571,60 days,0.0059,42,60 days,0.0231,145,60 days,0.0032,23,6.0,1236.0,48.35,6877,3
MLA898755973,Memoria Microsd Sandisk Ultra A1 128gb Sdhc Clase 10 120mb,919396-MLA44173676501_112020,gold_special,https://articulo.mercadolibre.com.ar/MLA-898755973-memoria-microsd-sandisk-ultra-a1-128gb-sdhc-clase-10-120mb-_JM,MLA9467,MLA-MEMORY_CARDS,33,10309.0,200,200,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",113193386,STARWARE-ML,False,"['normal', 'credits_priority_4', 'credits_profile', 'eshop', 'messages_as_seller']",,5_green,platinum,1556,38408,0.02,0.01,0.97,39964,60 days,4178,60 days,0.0032,14,60 days,0.0044,19,60 days,0.0011,5,6.0,2548.9,48.35,6481,10
MLA1115035519,Telescopio Astronomico Refractor Monocular Portatil Tripode,664201-MLA48464802523_122021,gold_pro,https://articulo.mercadolibre.com.ar/MLA-1115035519-telescopio-astronomico-refractor-monocular-portatil-tripode-_JM,MLA4702,MLA-TELESCOPES,34,20989.0,200,250,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",352596002,VSTARCAMSHOP,False,"['brand', 'large_seller', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,1144,16534,0.02,0.02,0.96,17678,60 days,1628,60 days,0.0074,13,60 days,0.0049,8,60 days,0.0023,4,6.0,3498.17,0.0,6858,4
