id,title,thumbnail_id,listing_type_id,permalink,category_id,domain_id,order_backend,price,sold_quantity,available_quantity,tags,shipping__logistic_type,shipping__mode,shipping__store_pick_up,shipping__free_shipping,shipping__tags,seller__id,seller__nickname,seller__tags,seller__seller_reputation__level_id,seller__seller_reputation__power_seller_status,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__completed,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__total,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,installments__quantity,installments__amount,installments__rate,days_remaining,years_active
MLA1219411515,Gel De Ducha Coco Y Miel 350ml Algabo,950658-MLA50751087886_072022,gold_special,https://www.mercadolibre.com.ar/gel-de-ducha-coco-y-miel-350ml-algabo/p/MLA19737747,MLA411151,MLA-LIQUID_HAND_AND_BODY_SOAPS,45,398.0,50,1,"['good_quality_picture', 'good_quality_thumbnail', 'supermarket_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,['fulfillment'],223579422,ALGABO_TIENDA_OFICIAL,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1538,31732,0.03,0.01,0.96,33270,60 days,4791,60 days,0.0072,36,60 days,0.0233,113,60 days,0.0008,4,6,98.41,48.35,7186,6
MLA1281652238,Eximia Hyalu-r Concentre Serum Antiedad X 15 Ml,874594-MLA50707959430_072022,gold_special,https://www.mercadolibre.com.ar/eximia-hyalu-r-concentre-serum-antiedad-x-15-ml/p/MLA20021768,MLA392452,MLA-FACIAL_SKIN_CARE_PRODUCTS,46,5120.0,5,50,"['immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],313043158,FARMABELÉN,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,4062,75822,0.03,0.02,0.95,79884,60 days,17486,60 days,0.0072,134,60 days,0.0234,396,60 days,0.0123,227,6,1265.92,48.35,7230,4
MLA1122006735,Set Brochas Pinceles Regina Maquillaje Crueltyfree Esencial,999259-MLA49090940345_022022,gold_pro,https://articulo.mercadolibre.com.ar/MLA-1122006735-set-brochas-pinceles-regina-maquillaje-crueltyfree-esencial-_JM,MLA389306,MLA-MAKEUP_BRUSHES,47,9899.0,500,1,"['good_quality_thumbnail', 'loyalty_discount_eligible', 'mshops_3x_campaign', '3x_campaign', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'mandatory_free_shipping']",160267635,REGINA COSMETICS,"['brand', 'large_seller', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,2075,66293,0.03,0.02,0.95,68368,60 days,7379,60 days,0.0006,5,60 days,0.0,0,60 days,0.0,0,3,3299.67,0.0,7152,8
MLA1246237828,Cepillo Dental Electrico Oral B Kids Princess +3 Años A Pila,729454-MLA52145120861_102022,gold_special,https://www.mercadolibre.com.ar/cepillo-dental-electrico-oral-b-kids-princess-3-anos-a-pila/p/MLA19770079,MLA409317,MLA-TOOTHBRUSHES,48,5106.0,50,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,True,False,"['MLA-chg-threshold-Feb-23', 'self_service_in']",431690899,SANTA-ANA FARMA,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1833,35696,0.04,0.03,0.93,37529,60 days,6199,60 days,0.0055,36,60 days,0.0065,40,60 days,0.0123,80,6,1262.46,48.35,7202,3
MLA910264464,Extensiones De Pelo Sintético Para Trenzas Promo Aniversario,985285-MLA53268702962_012023,gold_special,https://articulo.mercadolibre.com.ar/MLA-910264464-extensiones-de-pelo-sintetico-para-trenzas-promo-aniversario-_JM,MLA29947,MLA-HAIR_EXTENSIONS,49,1590.0,500,500,"['incomplete_technical_specs', 'loyalty_discount_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,[],49988004,ISHOPELUCAS,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,289,4988,0.02,0.01,0.97,5277,60 days,1152,60 days,0.004,5,60 days,0.0096,11,60 days,0.0,0,6,393.13,48.35,6578,14
MLA881566217,Set Perfume Mujer Cher Dieciocho 100 Ml Edp + Body Splash,760867-MLA46367853794_062021,gold_pro,https://articulo.mercadolibre.com.ar/MLA-881566217-set-perfume-mujer-cher-dieciocho-100-ml-edp-body-splash-_JM,MLA1271,MLA-PERFUMES,50,9936.5,500,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'mshops_3x_campaign', '3x_campaign', 'brand_verified', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'mandatory_free_shipping']",605419635,CDIMEXSA,"['brand', 'large_seller', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,675,15189,0.03,0.01,0.96,15864,60 days,2777,60 days,0.0,1,60 days,0.0,0,60 days,0.0,0,3,3312.17,0.0,7231,2
MLA1324333330,Villeneuve Emulsión Crema Hidratante Auto Bronceante 220ml ,901865-MLA44275288928_122020,gold_special,https://www.mercadolibre.com.ar/villeneuve-emulsion-crema-hidratante-auto-bronceante-220ml/p/MLA19956327,MLA392401,MLA-SELF_TANNERS,1,2590.0,0,1,"['good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,[],414988398,EUGENIOMARCELOMORRONGIELLO,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,gold,75,1138,0.09,0.04,0.87,1213,60 days,219,60 days,0.0169,4,60 days,0.1441,31,60 days,0.0,1,6,640.38,48.35,7275,3
MLA909735436,Jabón Líquido Espadol Antibacterial Skincare Con Dosificador 250 ml,791533-MLA44518525959_012021,gold_special,https://www.mercadolibre.com.ar/jabon-liquido-espadol-antibacterial-skincare-con-dosificador-250ml/p/MLA17016076,MLA411151,MLA-LIQUID_HAND_AND_BODY_SOAPS,2,384.0,5,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],345472776,RECKITT_BENCKISER,"['brand', 'large_seller', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1456,37554,0.02,0.01,0.97,39010,60 days,4312,60 days,0.0008,4,60 days,0.0037,16,60 days,0.0075,34,6,94.94,48.35,6573,4
MLA816927300,Strass Gemas Autoadhesivas Para El Rostro Cara/cuerpo X1unid,740839-MLA49966864141_052022,gold_special,https://articulo.mercadolibre.com.ar/MLA-816927300-strass-gemas-autoadhesivas-para-el-rostro-caracuerpo-x1unid-_JM,MLA455926,MLA-MAKEUP,3,590.0,500,1,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],182826601,BAZAR ARTIGAS,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,512,8493,0.02,0.03,0.95,9005,60 days,1418,60 days,0.0185,28,60 days,0.0224,31,60 days,0.0059,9,6,145.88,48.35,6055,7
MLA1292451686,Bagovit Facial Pro Lifting Dia Piel Seca 50grs,994352-MLA51648377418_092022,gold_special,https://www.mercadolibre.com.ar/bagovit-facial-pro-lifting-dia-piel-seca-50grs/p/MLA19924507,MLA392452,MLA-FACIAL_SKIN_CARE_PRODUCTS,4,4386.0,5,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",cross_docking,me2,False,False,['self_service_in'],802641616,FARMAPLUS2,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",5_green,platinum,934,14837,0.06,0.03,0.91,15771,60 days,5358,60 days,0.0052,30,60 days,0.0543,274,60 days,0.0096,55,6,1084.44,48.35,7244,1
MLA935484541,Afeitadora Philips Series 5000 S5588 Negro Profundo 100v/240v,659964-MLA51470936250_092022,gold_special,https://www.mercadolibre.com.ar/afeitadora-philips-series-5000-s5588-negro-profundo-100v240v/p/MLA17797226,MLA431603,MLA-HAIR_CLIPPERS,5,27999.0,5,1,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'standard_price_by_channel', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",drop_off,me2,False,True,['mandatory_free_shipping'],256263226,PETENATTIHOGAR,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,5970,77183,0.04,0.04,0.92,83153,60 days,14819,60 days,0.0061,98,60 days,0.009,119,60 days,0.0006,11,6,6922.75,48.35,6752,5
MLA904655630,Acondicionador Reforçateur Kérastase Génesis 200 Ml ,788779-MLA52350635951_112022,gold_pro,https://articulo.mercadolibre.com.ar/MLA-904655630-acondicionador-reforcateur-kerastase-genesis-200-ml-_JM,MLA414007,MLA-HAIR_SHAMPOOS_AND_CONDITIONERS,6,12030.0,500,1,"['3x_campaign', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'mandatory_free_shipping']",608885756,MERCADOLIBRE SUPERMERCADO_AR,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",5_green,platinum,35034,576394,0.04,0.0,0.96,611428,60 days,52506,60 days,0.001,59,60 days,0.0,0,60 days,0.0,0,3,4010.0,0.0,6535,2
MLA1119722469,Carolina Herrera Ch Women Edt 100 ml Para  Mujer,630931-MLA45187812024_032021,gold_special,https://www.mercadolibre.com.ar/carolina-herrera-ch-women-edt-100ml-para-mujer/p/MLA6072056,MLA1271,MLA-PERFUMES,7,29915.0,150,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",688619568,PATCHULI.COM.AR,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,289,6964,0.07,0.02,0.91,7253,60 days,1666,60 days,0.0,2,60 days,0.0017,3,60 days,0.0,0,6,7396.48,48.35,6899,2
MLA1160753219,Crema Nivea Soft Humectante Cara Manos Cuerpo X 200 Ml,630444-MLA46113572785_052021,gold_special,https://www.mercadolibre.com.ar/crema-nivea-soft-humectante-cara-manos-cuerpo-x-200-ml/p/MLA19566354,MLA392701,MLA-BODY_SKIN_CARE_PRODUCTS,8,990.0,25,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],179907718,ECOMODICO,"['normal', 'eshop', 'mshops', 'developer', 'credits_profile', 'messages_as_seller']",5_green,platinum,27314,555429,0.03,0.02,0.95,582743,60 days,71138,60 days,0.0017,126,60 days,0.0012,89,60 days,0.0016,122,6,244.78,48.35,7125,7
MLA1116624708,Set Delineador + Máscara De Pestañas By Cinthia Fernandez,697951-MLA51754818613_092022,gold_pro,https://articulo.mercadolibre.com.ar/MLA-1116624708-set-delineador-mascara-de-pestanas-by-cinthia-fernandez-_JM,MLA43686,MLA-MAKEUP_SETS,9,5700.0,500,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,['self_service_in'],729570641,AP PROFESSIONAL,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,710,20455,0.07,0.06,0.87,21165,60 days,4108,60 days,0.0,0,60 days,0.0,0,60 days,0.0,0,6,950.0,0.0,6871,1
MLA923394859,Lda Vita C Crema Nutritiva X 30 G,882895-MLA46234006344_062021,gold_special,https://articulo.mercadolibre.com.ar/MLA-923394859-lda-vita-c-crema-nutritiva-x-30-g-_JM,MLA392452,MLA-FACIAL_SKIN_CARE_PRODUCTS,10,4052.79,500,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",506786485,FARMACIA GENERALPAZ,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,2662,50061,0.07,0.02,0.91,52723,60 days,7060,60 days,0.0087,66,60 days,0.0257,167,60 days,0.0111,84,6,1002.05,48.35,6669,3
MLA1340178781,Protectores Diarios Carefree® todos Los Días Compact X80u,965017-MLA48810150325_012022,gold_special,https://www.mercadolibre.com.ar/protectores-diarios-carefreetodos-los-dias-compact-x80u/p/MLA21617069,MLA409598,MLA-PANTY_LINERS,11,981.34,5,1,"['supermarket_eligible', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,['fulfillment'],608885756,MERCADOLIBRE SUPERMERCADO_AR,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",5_green,platinum,35034,576394,0.04,0.0,0.96,611428,60 days,52506,60 days,0.001,59,60 days,0.0,0,60 days,0.0,0,6,242.64,48.35,7286,2
MLA1179007724,Cortadora De Pelo Patillera Barbería Inalámbrica Duga D410 Color Negro,875212-MLA46484098717_062021,gold_special,https://www.mercadolibre.com.ar/cortadora-de-pelo-patillera-barberia-inalambrica-duga-d410-color-negro/p/MLA19597523,MLA446228,MLA-HAIR_CLIPPERS,12,15999.0,5,1,"['moderation_penalty', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",xd_drop_off,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",1021400650,WAPAS WAPOS,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,silver,38,536,0.0,0.0,1.0,574,60 days,105,60 days,0.0,0,60 days,0.0348,3,60 days,0.0,0,6,3955.75,48.35,7152,1
MLA1115205247,Victoria's Secret Pure Seduction Body Mist 250 ml Para  Mujer,648583-MLA51983963999_102022,gold_special,https://www.mercadolibre.com.ar/victorias-secret-pure-seduction-body-mist-250ml-para-mujer/p/MLA3820047,MLA391873,MLA-PERFUMES,13,7600.0,50,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",drop_off,me2,False,False,['MLA-chg-threshold-ago-22'],255423156,ORIGINAL VS,"['normal', 'credits_profile', 'messages_as_seller']",5_green,silver,11,111,0.0,0.0,1.0,122,60 days,54,60 days,0.0,0,60 days,0.0,0,60 days,0.0,0,6,1879.1,48.35,7228,1
MLA1161598336,Issue Professional Acondicionador Brillo Y Suavidad X 900 Ml,612670-MLA45089667589_032021,gold_special,https://www.mercadolibre.com.ar/issue-professional-acondicionador-brillo-y-suavidad-x-900-ml/p/MLA19559859,MLA414007,MLA-HAIR_SHAMPOOS_AND_CONDITIONERS,14,771.45,5,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",xd_drop_off,me2,False,False,['self_service_in'],320620300,ROOKIEPINK,"['normal', 'credits_priority_2', 'eshop', 'credits_profile', 'messages_as_seller']",5_green,platinum,572,9114,0.04,0.01,0.95,9686,60 days,2802,60 days,0.0073,22,60 days,0.0469,126,60 days,0.0124,37,6,190.74,48.35,7126,4
MLA930658181,Kit 10 Mascarillas Hidratante Repara Blanqueadora + Regalo,766177-MLA46849520320_072021,gold_special,https://articulo.mercadolibre.com.ar/MLA-930658181-kit-10-mascarillas-hidratante-repara-blanqueadora-regalo-_JM,MLA392503,MLA-FACE_MASKS,15,2299.0,500,500,"['standard_price_by_channel', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],501615772,BEAUTIFULL REGALOS,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,20882,436511,0.07,0.04,0.89,457393,60 days,56920,60 days,0.0067,402,60 days,0.0351,1983,60 days,0.0012,76,6,568.43,48.35,6721,3
MLA925521015,Rizador Arqueador De Pestañas Eléctrico Térmico Recargable,679917-MLA53560293756_022023,gold_special,https://articulo.mercadolibre.com.ar/MLA-925521015-rizador-arqueador-de-pestanas-electrico-termico-recargable-_JM,MLA389263,MLA-EYELASH_CURLERS,16,3899.0,500,150,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],314805333,DD2REGALOS,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,22794,672488,0.05,0.03,0.92,695282,60 days,93700,60 days,0.0049,481,60 days,0.0022,212,60 days,0.0003,37,6,964.03,48.35,6682,4
MLA1160960159,Crema Lifting Antiage Para Piel Seca Con Urea Absolut Idraet Tipo De Piel Seca,919535-MLA31355602657_072019,gold_special,https://www.mercadolibre.com.ar/crema-lifting-antiage-para-piel-seca-con-urea-absolut-idraet-tipo-de-piel-seca/p/MLA19561071,MLA392452,MLA-FACIAL_SKIN_CARE_PRODUCTS,17,3118.0,25,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",65753850,PIMAX.,"['normal', 'eshop', 'developer', 'credits_priority_4', 'credits_profile', 'messages_as_seller']",5_green,platinum,1186,30976,0.02,0.02,0.96,32162,60 days,8406,60 days,0.0014,13,60 days,0.0098,83,60 days,0.0075,66,6,770.93,48.35,7125,13
MLA1301645232,Perfume Mujer United Dreams Together Edt 80 Ml Benetton,941386-MLA51274947062_082022,gold_special,https://www.mercadolibre.com.ar/perfume-mujer-united-dreams-together-edt-80-ml-benetton/p/MLA19720316,MLA1271,MLA-PERFUMES,18,9940.0,4,1,"['good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'mandatory_free_shipping']",608885756,MERCADOLIBRE SUPERMERCADO_AR,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",5_green,platinum,35034,576394,0.04,0.0,0.96,611428,60 days,52506,60 days,0.001,59,60 days,0.0,0,60 days,0.0,0,6,2457.66,48.35,7253,2
MLA1347616002,Toallitas Maternidad Tela Tipo Algodón Nosotras 10 Toallas ,767999-MLA41611898800_052020,gold_special,https://www.mercadolibre.com.ar/toallitas-maternidad-tela-tipo-algodon-nosotras-10-toallas/p/MLA19542037,MLA409090,MLA-PADS,19,771.0,5,50,"['supermarket_eligible', 'brand_verified', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_out']",20908304,TC-TIENDAS-AR,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'credits_priority_4', 'messages_as_seller']",5_green,platinum,4458,114941,0.02,0.01,0.97,119399,60 days,18597,60 days,0.0027,53,60 days,0.0118,223,60 days,0.0018,35,6,190.63,48.35,7294,8
MLA1314887159,Máscara L'oréal Professionnel Serie Expert Metal Detox Post Coloración De 250ml,719292-MLA51600754484_092022,gold_special,https://www.mercadolibre.com.ar/mascara-loreal-professionnel-serie-expert-metal-detox-post-coloracion-de-250ml/p/MLA19616498,MLA29893,MLA-HAIR_TREATMENTS,20,9197.0,5,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",drop_off,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",13686565,FD1975,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,117,2271,0.04,0.01,0.95,2388,60 days,772,60 days,0.0124,10,60 days,0.008,6,60 days,0.0,2,6,2273.96,48.35,7264,20
MLA1256878952,Delineador De Ojos Rimmel Scandal Eyes Waterprof 001 Black,717126-MLA46169192832_052021,gold_special,https://www.mercadolibre.com.ar/delineador-de-ojos-rimmel-scandal-eyes-waterprof-001-black/p/MLA19849672,MLA29902,MLA-EYELINERS,21,3734.0,1,1,"['good_quality_picture', 'good_quality_thumbnail', 'standard_price_by_channel', 'immediate_payment', 'cart_eligible']",xd_drop_off,me2,False,False,['self_service_in'],1075945617,PERFUMARKET OFICIAL,"['brand', 'large_seller', 'eshop', 'credits_profile', 'messages_as_seller']",5_green,platinum,1626,25699,0.08,0.03,0.89,27325,60 days,7212,60 days,0.0055,42,60 days,0.0132,91,60 days,0.0111,84,6,923.23,48.35,7209,1
MLA1280236087,La Roche Posay Solar Anthelios Cuerpo Invisible Fps50+,743302-MLA52234323736_112022,gold_special,https://www.mercadolibre.com.ar/la-roche-posay-solar-anthelios-cuerpo-invisible-fps50/p/MLA19903387,MLA392400,MLA-SUNSCREENS,22,6705.0,4,1,"['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment']",not_specified,not_specified,False,False,['is_flammable'],324507430,FARMACIA RED,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,399,12528,0.02,0.02,0.96,12927,60 days,1217,60 days,0.0039,5,60 days,0.0166,20,60 days,0.0,2,6,1657.81,48.35,7228,4
MLA1160960134,Fórmula Tranexámico Solución Despigmentante Manchas Lidherma Momento De Aplicación Día/noche Tipo De Piel Todo Tipo,655444-MLA46102581015_052021,gold_special,https://www.mercadolibre.com.ar/formula-tranexamico-solucion-despigmentante-manchas-lidherma-momento-de-aplicacion-dianoche-tipo-de-piel-todo-tipo/p/MLA19560996,MLA392452,MLA-FACIAL_SKIN_CARE_PRODUCTS,23,2618.0,100,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",65753850,PIMAX.,"['normal', 'eshop', 'developer', 'credits_priority_4', 'credits_profile', 'messages_as_seller']",5_green,platinum,1186,30976,0.02,0.02,0.96,32162,60 days,8406,60 days,0.0014,13,60 days,0.0098,83,60 days,0.0075,66,6,647.3,48.35,7125,13
MLA1352596547,Natura Homem Dom Deo Parfum 100 ml Para  Hombre,765807-MLA51104381685_082022,gold_special,https://www.mercadolibre.com.ar/natura-homem-dom-deo-parfum-100ml-para-hombre/p/MLA18238710,MLA1271,MLA-PERFUMES,24,6000.0,0,1,"['immediate_payment', 'cart_eligible']",drop_off,me2,False,False,[],734651942,ILENATURA,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,,0,36,0.0,1.0,0.0,36,365 days,36,365 days,0.0,0,365 days,0.0277,1,365 days,0.0,0,6,1483.5,48.35,7299,1
MLA1284760326,Shampoo Antiencrespado Smooth Perfect X250ml Schwarzkopf,882406-MLA40532838055_012020,gold_special,https://www.mercadolibre.com.ar/shampoo-antiencrespado-smooth-perfect-x250ml-schwarzkopf/p/MLA20017274,MLA414007,MLA-HAIR_SHAMPOOS_AND_CONDITIONERS,25,3620.0,3,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",cross_docking,me2,False,False,[],179981529,CERINI SHOP,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,233,9451,0.01,0.01,0.98,9684,60 days,1859,60 days,0.0015,3,60 days,0.0011,2,60 days,0.0046,9,6,895.05,48.35,7233,7
MLA1275936785,Jabon En Barra Lux Botanicals Lirio Azul 3 Un X 125 Gr,837817-MLA51788696313_102022,gold_special,https://www.mercadolibre.com.ar/jabon-en-barra-lux-botanicals-lirio-azul-3-un-x-125-gr/p/MLA19791729,MLA411152,MLA-BAR_SOAPS,26,555.2,4,1,"['good_quality_thumbnail', 'standard_price_by_channel', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",xd_drop_off,me2,False,False,['self_service_in'],1075945617,PERFUMARKET OFICIAL,"['brand', 'large_seller', 'eshop', 'credits_profile', 'messages_as_seller']",5_green,platinum,1626,25699,0.08,0.03,0.89,27325,60 days,7212,60 days,0.0055,42,60 days,0.0132,91,60 days,0.0111,84,6,137.27,48.35,7223,1
MLA1145713824,Labial Rimmel Provocalips Color Summer Lovin,617033-MLA48589665195_122021,gold_special,https://www.mercadolibre.com.ar/labial-rimmel-provocalips-color-summer-lovin/p/MLA15393299,MLA29883,MLA-LIPSTICKS,27,4234.0,5,1,"['good_quality_picture', 'good_quality_thumbnail', 'moderation_penalty', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,['self_service_in'],162050278,DISTRIBUIDORA.LA.MAGIA,"['normal', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,666,15018,0.03,0.02,0.95,15684,60 days,2363,60 days,0.012,30,60 days,0.0173,40,60 days,0.0064,16,6,1046.86,48.35,7069,8
MLA1289532560,Gel De Lino Define Rulos Brillo Y Nutrición Frenzzi 350ml,699029-MLA48051981099_102021,gold_special,https://www.mercadolibre.com.ar/gel-de-lino-define-rulos-brillo-y-nutricion-frenzzi-350ml/p/MLA19972154,MLA388015,MLA-HAIR_FIXATIVES,28,1470.0,2,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",not_specified,not_specified,False,False,['is_flammable'],169744585,PELOMANIA3277,"['normal', 'credits_priority_4', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",5_green,platinum,228,4252,0.02,0.02,0.96,4480,60 days,667,60 days,0.0,1,60 days,0.0144,9,60 days,0.0181,13,6,363.46,48.35,7240,8
MLA1320226266,Planchita De Pelo Atma + Secador Ck4010p,686007-MLA50128815788_052022,gold_special,https://www.mercadolibre.com.ar/planchita-de-pelo-atma-secador-ck4010p/p/MLA20005182,MLA4598,MLA-HAIR_STRAIGHTENERS,29,13069.0,2,1,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,True,"['self_service_out', 'mandatory_free_shipping']",335181614,ZYWEB,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,66,1365,0.03,0.03,0.94,1431,60 days,574,60 days,0.0,0,60 days,0.0,0,60 days,0.0,0,6,3231.31,48.35,7272,4
MLA1285623229,Eximia Hyalu Volume Contorno De Ojos Complex 3d X 15 Gr,676889-MLA46556071566_062021,gold_special,https://www.mercadolibre.com.ar/eximia-hyalu-volume-contorno-de-ojos-complex-3d-x-15-gr/p/MLA20723588,MLA392452,MLA-FACIAL_SKIN_CARE_PRODUCTS,30,5880.0,5,50,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,"['MLA-chg-threshold-Feb-23', 'self_service_in']",313043158,FARMABELÉN,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,4062,75822,0.03,0.02,0.95,79884,60 days,17486,60 days,0.0072,134,60 days,0.0234,396,60 days,0.0123,227,6,1453.83,48.35,7235,4
